store_number,recency,frequency,monetary_value
5576,1,295,41358.640000000014
5580,29,283,33605.680000000008
5581,29,203,27396.310000000009
5582,11,315,48164.679999999986
5583,1,461,76933.06
5585,57,296,50168.080000000009
5588,4,199,23117.590000000007
5590,2,960,76147.300000000032
5591,10,683,61724.530000000006
5592,11,1092,54526.120000000017
5593,4,979,159174.99
5594,12,536,34563.140000000007
5595,2,44,8528.92
5597,4,1934,403337.73
5599,1,2113,349749.33999999997
5600,1,2796,731600.36
5601,1,895,44153.12
5602,9,248,34122.400000000016
5603,18,243,34253.970000000008
5604,9,658,66236.309999999983
5605,11,492,60990.350000000013
5606,4,1203,194978.49000000005
5607,22,374,48763.649999999972
5608,11,284,35341.430000000008
5609,3,592,66542.719999999972
5610,15,356,44000.72
5611,1,383,50849.28
5612,3,309,42698.040000000008
5613,3,249,27282.489999999998
5615,1,1758,66975.39
5616,3,580,38457.770000000004
5617,12,366,65700.23
5618,12,923,77007.000000000029
5619,18,324,48058.700000000004
5620,4,485,72365.550000000017
5621,5,524,65878.529999999984
5622,11,457,48890.410000000011
5623,1,2292,351217.1
5624,12,220,35851.840000000004
5625,2,1274,73457.46
5626,3,318,40565.81
5627,4,281,50416.799999999974
5628,3,701,143282.93000000002
5630,4,559,79896.269999999975
5631,1,481,79024.670000000013
5632,1,591,80909.510000000009
5635,3,1174,82471.590000000011
5636,3,1730,266387.89
5637,75,144,39887.660000000011
5638,11,196,29976.930000000011
5639,11,244,28899.830000000005
5640,12,353,57239.639999999992
5641,4,266,30728.339999999997
5642,18,802,49509.619999999995
5643,4,2167,95095.130000000019
5645,4,3439,255561.04000000012
5646,4,1982,278083.25
5647,33,108,14747.099999999999
5648,1,432,85564.29
5649,4,774,55826.860000000015
5650,4,342,24466.329999999998
5651,2,5180,373067.75000000006
5652,1,1756,267882.46
5654,1,71,41142.359999999993
5655,3,1690,242103.76
5656,4,1012,165950.48999999996
5658,1,204,32847.900000000016
5659,19,142,16237.190000000004
5660,4,2168,395105.53999999975
5662,3,2364,336178.19000000012
5663,4,1337,208279.58000000002
5664,2,449,67881.24000000002
5665,78,161,17040.609999999993
5666,1,770,1626705.3200000003
5667,19,154,19572.839999999997
5669,3,1700,175253.6
5670,4,626,103740.58999999995
5671,1,1060,137428.43999999994
5673,11,286,28767.269999999997
5675,144,44,4381.0800000000008
5676,2,2133,304871.09000000008
5677,10,231,37599.640000000007
5678,4,2354,294919.6
5680,2,354,44987.429999999993
5681,4,1345,118118.35000000002
5682,4,1524,309882.38000000006
5683,18,337,47852.49
5684,2,1581,177462.74
5685,2,1517,234334.97000000009
5687,4,855,97590.41
5691,3,1243,409666.72000000009
5692,5,604,85134.37000000001
5696,29,270,41431.880000000005
5697,1,513,59944.969999999979
5698,1,767,97684.23
5701,4,1744,109287.62000000001
5702,1,739,142150.18999999994
5703,3,1349,217863.6
5708,4,1264,151047.11999999997
5710,4,895,66751.269999999975
5711,18,128,22815.250000000007
5712,11,495,42649.680000000008
5714,43,84,13665.179999999995
5715,3,599,40761.090000000026
5716,5,667,55280.85
5717,2,538,72011.939999999973
5718,11,352,54593.060000000005
5720,18,367,62917.610000000022
5721,11,169,19343.01
5723,1,439,52853.919999999991
5724,14,358,49454.89
5725,12,331,36340.23
5726,1,2670,128761.70999999999
5727,4,708,107489.78000000003
5728,4,2638,540371.33
5730,3,832,109753.26
5731,3,1603,137710.95000000004
5734,5,1254,204030.33
5735,4,1468,207895.91000000006
5736,4,1312,253337.34000000011
5737,1,392,80681.060000000027
5738,15,346,51631.060000000005
5739,33,243,27952.460000000006
5740,1,1485,175049.55000000002
5741,159,387,47875.709999999992
5743,3,1073,84400.88
5744,24,69,10035.579999999998
5745,11,356,48003.320000000007
5746,47,195,29012.250000000004
5747,16,553,68376.56
5748,9,337,23609.66
5749,12,214,28794.859999999997
5750,2,633,69799.310000000012
5751,15,193,27488.72
5752,1,430,43242.290000000015
5753,18,229,27144.920000000002
5754,1,365,69947.5
5755,3,398,58716.890000000007
5756,14,385,28232.039999999986
5757,14,326,32702.72
5758,1,654,53968.870000000017
5759,71,229,25741.159999999996
5760,4,285,26988.609999999997
5761,17,191,34317.140000000007
5762,3,464,43145.05
5763,16,354,36194.030000000006
5764,12,165,22943.190000000002
5765,12,260,40852.100000000006
5766,12,600,60201.340000000018
5767,22,167,19446.78
5768,36,202,31752.350000000009
5769,10,320,38629.96
5770,11,434,50841.420000000013
5771,25,226,35350.8
5772,4,477,56089.000000000015
5773,3,563,41069.58
5774,11,261,40054.250000000015
5775,3,454,68734.73000000001
5776,19,279,41517.739999999991
5777,1,800,80210.759999999966
5778,23,360,49139.55000000001
5779,10,291,47548.820000000007
5780,16,363,47633.77
5781,12,484,59022.260000000024
5782,1,727,91352.349999999977
5783,10,347,38480.610000000022
5784,3,366,33785.779999999984
5785,15,402,52138.049999999996
5786,4,659,56734.729999999989
5787,1,621,35616.44
5789,1,367,50612.720000000008
5790,95,364,52951.80999999999
5791,29,118,22059.84
5792,52,185,15070.959999999997
5793,4,131,16626.519999999997
5794,12,449,50409.679999999993
5795,12,239,38019.779999999984
5796,10,248,33726.060000000012
5797,11,412,46687.240000000005
5798,16,291,37135.009999999995
5799,4,269,37119.029999999992
5800,4,1212,93214.729999999967
5801,15,211,24784.700000000008
5802,23,620,57733.05
5803,2,1338,101259.66
5804,19,223,22262.269999999993
5805,19,264,33797.31
5806,38,188,18641.150000000012
5807,15,299,30546.74
5808,2,492,44268.060000000005
5809,15,191,23003.05000000001
5810,16,445,42262.57
5811,50,247,28918.359999999997
5812,3,268,39074.3
5813,4,800,70605.200000000012
5814,12,520,52988.209999999992
5815,4,1343,161344.16
5816,2,337,48612.179999999986
5817,11,353,35878.94999999999
5818,11,352,38213.740000000005
5819,26,125,21744.260000000002
5820,10,160,19003.130000000005
5821,15,347,51701.489999999991
5822,10,508,58587.32
5823,4,527,78707.65
5824,19,209,25591.110000000008
5825,1,589,68147.209999999992
5826,3,528,75209.24000000002
5827,16,330,53078.30999999999
5829,4,526,78855.00999999998
5830,5,562,45801.340000000018
5831,1,351,31945.620000000006
5832,12,124,15687.789999999992
5833,16,179,26017.000000000007
5834,12,511,33228.05999999999
5835,10,282,41850.15
5836,3,154,22265.530000000006
5837,3,269,37491.11
5838,23,185,28938.340000000007
5840,24,384,56038.32
5841,1,512,39866.999999999993
5844,15,606,70364.960000000021
5845,2,820,116814.86
5846,4,1414,228065.4800000001
5847,4,864,123059.67
5848,11,345,19788.660000000003
5849,2,590,83079.959999999963
5850,5,334,54233.469999999979
5851,15,268,27535.900000000005
5852,22,237,28722.960000000014
5854,5,563,48527.499999999978
5855,46,111,18369.459999999995
5856,3,1872,119840.75000000001
5857,19,507,51062.66
5858,1,400,55910.620000000032
5859,2,2235,343031.58999999985
5860,2,847,60836.189999999988
5861,9,463,60453.380000000019
5862,296,60,4192.3799999999992
5863,3,818,76931.469999999987
5864,15,289,48015.470000000023
5866,3,610,35338.73000000001
5868,14,936,90285.910000000076
5869,2,1490,223419.32000000004
5870,4,2191,335390.81000000006
5871,4,1038,188635.5
5872,3,239,37064.44
5873,2,2904,344123.38000000006
5874,40,164,18286.61
5875,11,191,20228.05000000001
5876,3,984,123360.94999999997
5877,2,738,63597.369999999974
5878,4,350,35590.659999999989
5879,2,282,36341.140000000014
5882,3,1069,36139.55000000001
5883,1,216,27377.570000000007
5884,4,451,39466.720000000008
5885,11,272,18619.039999999994
5886,4,2865,309060.51000000013
5887,2,842,73977.419999999984
5888,5,1162,92219.949999999953
5889,2,1725,185036.75000000012
5890,12,306,38884.61
5891,1,495,49684.43
5892,3,668,54798.02
5893,11,463,62237.460000000021
5894,1,268,54170.019999999982
5895,14,115,19737.320000000003
5896,1,484,32969.100000000006
5897,184,554,98988.00999999998
5898,25,97,13115.179999999998
5900,3,1720,182739.00000000006
5901,89,1102,161557.03000000006
5902,4,1065,163273.26
5903,15,442,70937.499999999985
5906,331,122,10792.199999999995
5909,4,1083,111593.59999999999
5910,1,2269,547175.4
5911,1,1053,99424.590000000069
5912,22,994,132919.78
5913,16,308,44938.020000000004
5914,3,740,106252.92000000001
5915,1,4055,220242.88999999996
5916,1,10055,5705737.32
5917,1,3288,503946.48000000016
5918,109,240,40624.69
5919,29,180,27105.070000000014
5920,2,1131,76775.42
5921,9,333,31784.959999999995
5922,22,429,59819.679999999986
5923,10,438,52340.51999999999
5925,1,481,44956.62999999999
5926,11,403,88495.669999999984
5927,191,143,34361.85
5928,38,198,27086.25
5929,124,292,41284.499999999978
5931,3,447,50569.970000000008
5932,102,61,14367.269999999999
5933,3,969,169000.60999999996
5934,11,477,111512.18000000005
5935,1,341,49865.47
5936,169,872,42645.570000000007
5937,3,678,73006.1
5940,10,504,36196.090000000004
5941,2,3296,357660.03999999992
5944,110,86,12492.600000000006
5945,12,441,56145.340000000011
5946,2,980,138342.07
5949,4,2272,428126.17000000004
5950,22,311,45720.159999999996
5951,22,438,77111.969999999972
5952,4,1334,170973.84
5954,22,137,13926.859999999997
5955,4,432,73375.159999999974
5956,4,752,138232.94999999998
5957,4,1116,155594.84000000008
5959,18,37,5486.4000000000005
5960,2,1028,131521.97000000003
5961,18,186,18580.409999999993
5962,26,124,18859.11
5963,10,416,42938.599999999977
5964,14,356,56159.900000000009
5965,14,221,25815.960000000003
5966,1,526,28134.430000000004
5967,1,478,39459.48000000001
5968,15,349,38494.400000000009
5969,19,336,42121.51
5970,1,214,18577.849999999995
5971,139,3609,165078.56
5972,25,222,24511.260000000002
5973,25,324,33389.64
5974,1,425,59279.849999999969
5975,29,447,46207.74
5976,1,322,53496.809999999983
5977,10,232,32252.950000000012
5978,10,173,23814.530000000002
5979,4,449,38811.51999999999
5980,25,147,19928.86
5981,2,489,61525.100000000006
5982,2,337,37757.98000000001
5983,13,132,18313.68
5984,10,443,50905.500000000007
5985,16,208,24282.000000000011
5986,3,278,28250.440000000006
5987,11,343,50457.680000000008
5988,18,268,27294.299999999992
5989,4,494,31313.740000000005
5990,43,238,29573.390000000007
5991,14,181,18170.949999999997
5992,3,253,28406.019999999993
5993,10,350,45754.179999999964
5994,11,549,134266.82999999993
5995,96,2094,227045.44
5996,10,181,29172.530000000013
5997,59,169,25485.81
5998,12,419,44985.510000000009
5999,19,367,47186.159999999996
6000,4,1632,80509.439999999973
6001,3,198,28625.199999999997
6002,4,452,52245.289999999986
6003,2,341,50842.37000000001
6004,1,494,81658.899999999965
6005,9,542,79570.349999999991
6006,2,681,69472.12999999999
6007,2,754,43794.439999999995
6008,11,796,178265.40000000002
6009,22,206,32657.1
6010,67,81,10369.919999999998
6011,2,354,48277.630000000005
6012,2,327,43847.91
6013,185,756,34092.799999999996
6014,2,150,17027.359999999993
6015,8,154,20840.09
6016,23,248,39785.53
6017,30,190,24926.030000000002
6018,4,458,51228.030000000006
6019,2,1735,169958.09000000008
6020,4,1074,154496.90999999995
6021,1,365,26375.600000000009
6022,3,318,26930.83
6023,3,895,36049.119999999995
6024,12,426,23198.940000000002
6025,19,140,16365.749999999991
6026,3,362,33874.990000000005
6027,3,516,79222.04
6028,1,836,83243.25
6029,3,969,61840.249999999993
6030,4,631,61912.469999999979
6031,12,222,23579.669999999995
6032,33,333,34488.240000000005
6033,46,233,36079.930000000008
6034,3,345,49591.310000000012
6035,1,3510,682624.00000000012
6037,4,300,37266.9
6038,11,340,49142.450000000019
6039,11,314,46895.520000000019
6040,3,765,99788.400000000009
6041,11,1436,358105.77000000008
6042,15,266,25273.250000000004
6043,11,288,47386.549999999996
6044,5,410,50855.270000000019
6045,1,1646,95041.830000000016
6046,5,682,74165.939999999988
6047,3,584,49845.500000000015
6048,16,211,25157.010000000002
6049,3,184,32132.37000000001
6050,15,629,54130.150000000023
6051,15,327,44636.250000000007
6052,1,752,61719.670000000027
6053,14,215,29885.220000000012
6054,2,1984,404925.95
6055,14,409,44483.47
6056,15,141,17879.899999999998
6057,2,1344,164815.09000000005
6058,3,233,14048.630000000006
6059,19,273,28487.089999999997
6060,68,1477,92347.22
6061,4,1269,125993.73999999998
6062,11,474,37701.03
6063,2,365,55162.789999999994
6064,1,575,64245.559999999983
6067,4,1031,150346.05000000005
6068,3,1324,146897.73999999996
6069,4,143,9698.6
6070,4,268,16796.31
6071,4,621,147502.16000000003
6072,4,1422,182749.82
6073,2,1459,222363.53999999998
6074,3,269,38678.430000000015
6076,3,1205,200921.28000000003
6077,198,53,8323.0700000000015
6078,2,1848,81721.34
6080,71,353,14181.18
6081,5,882,41254.779999999984
6082,1,1538,101882.95000000001
6083,2,1260,161818.49000000002
6084,326,61,4442.8500000000013
6085,29,346,26443.539999999997
6086,19,159,17499.839999999997
6089,15,709,32661.150000000016
6090,15,602,31879.490000000005
6091,4,733,152750.20000000004
6092,4,585,90335.11000000003
6093,1,519,37188.580000000009
6095,1,1394,165984.04000000007
6096,43,288,24460.170000000006
6097,10,419,61686.800000000017
6098,10,343,36587.270000000004
6099,3,782,46237.979999999989
6100,3,764,94298.0
6101,1,2118,190871.55000000008
6102,4,471,61896.45
6103,10,407,61574.739999999969
6104,26,294,47986.029999999984
6105,4,364,25230.97
6106,1,93,11344.999999999998
6108,1,2731,328057.54999999993
6109,144,102,3785.3599999999988
6110,25,162,8364.3199999999961
6111,29,82,4036.9400000000005
6114,38,82,10032.529999999999
6115,10,282,37695.520000000004
6116,2,1367,192188.13
6117,3,1013,89850.38
6118,1,2577,438638.17999999993
6119,5,2018,202793.92999999993
6120,4,407,47263.410000000025
6121,3,1403,166526.99000000005
6123,4,247,19888.869999999995
6125,4,1682,267459.55
6126,1,1619,216384.84999999992
6127,29,386,53192.360000000008
6128,331,12,3213.54
6129,2,4542,322984.80999999994
6130,1,2779,290793.48999999993
6131,11,65,8693.119999999999
6132,4,2237,350437.74999999988
6133,22,406,27951.87
6134,10,102,6146.4400000000014
6135,4,1456,161695.02000000005
6136,4,1319,164500.72000000006
6137,1,1792,132900.88999999998
6138,39,125,13202.630000000003
6139,4,1252,187038.65000000002
6140,2,2614,239875.03999999992
6141,4,445,75355.94
6142,340,210,13160.93
6143,3,3122,418095.83000000007
6144,2,4857,1707367.4400000002
6145,1,536,38375.030000000013
6146,1,1199,125387.01
6147,2,2073,311211.81000000006
6148,4,1547,191506.37999999995
6149,11,923,117645.35000000006
6150,11,375,30213.350000000006
6151,1,3512,789407.83000000019
6152,3,431,79826.840000000011
6153,318,22,2053.1299999999997
6154,248,836,80474.73000000001
6156,1,854,118934.62999999998
6157,45,166,24106.420000000002
6158,106,361,61160.909999999982
6159,64,1230,148371.55000000002
6160,45,1631,181568.39
6161,45,1386,129007.11999999998
6162,45,1147,124604.52000000003
6163,50,1266,127892.19999999998
6165,3,323,39865.54
6166,239,748,74814.549999999988
6167,2,259,33732.510000000009
6168,3,706,72514.670000000013
6169,178,591,43630.320000000014
6170,2,764,67500.95000000007
6173,3,2845,250357.48999999996
6174,47,1046,71040.860000000015
6175,1,294,17567.169999999991
6176,9,2891,229907.14000000004
6178,4,1069,247678.42000000004
6179,358,11,1183.44
6180,11,257,24870.29
6181,17,234,19390.960000000006
6182,313,28,3720.78
6184,326,14,3150.84
6186,12,2326,255465.1700000001
6187,17,337,55640.100000000006
6188,68,105,16911.839999999993
6189,3,873,246886.06999999992
6190,4,1996,211733.68999999997
6191,22,512,34755.05999999999
6193,10,116,9021.06
6194,2,1413,223609.26999999996
6195,1,1387,286860.70000000007
6196,333,7,1582.5
6197,3,1099,212377.22000000015
6198,124,799,53759.559999999983
6199,5,1033,56952.310000000027
6200,16,37,5267.3200000000006
6201,1,1607,218194.49000000002
6202,2,928,155169.23
6203,1,1904,209522.13999999993
6204,4,2323,278248.16999999993
6205,3,1888,174028.84000000008
6206,32,2361,242081.41000000006
6207,327,37,7647.39
6208,15,219,23650.120000000003
6209,1,7484,1514824.6
6210,4,948,102595.27000000002
6211,19,47,5920.59
6212,4,693,79944.020000000019
6214,2,951,96219.16
6215,2,1838,297124.20999999996
6217,4,1543,112362.53000000004
6218,24,167,24736.069999999989
6219,12,234,38678.520000000004
6220,2,533,75653.880000000019
6221,4,1174,238846.07999999984
6223,3,1600,376405.41999999993
6224,2,1769,220233.97999999998
6225,4,503,61729.219999999994
6226,4,786,84347.000000000015
6228,158,585,90776.74
6229,4,2393,458265.14
6230,12,81,21386.60999999999
6231,150,72,9009.4500000000025
6232,18,162,18228.899999999998
6233,5,1190,139402.34
6234,10,277,43250.920000000013
6235,1,3306,309551.18999999994
6236,3,9641,491356.01000000018
6237,12,787,26982.020000000004
6238,3,763,121661.31
6239,4,1327,128627.77000000002
6240,5,605,42261.090000000004
6241,11,198,19452.54
6242,2,6864,2857404.3600000003
6243,3,1036,180269.84000000005
6244,12,340,39634.48
6245,1,3267,241084.95
6246,18,361,49451.42
6247,11,670,28616.470000000005
6248,3,1466,99635.009999999966
6249,1,1250,217356.88999999996
6251,80,309,33603.630000000012
6252,1,1691,264994.3000000001
6253,29,151,18937.660000000007
6254,1,422,35811.6
6255,46,306,48447.389999999992
6256,1,3623,418165.21
6257,3,1456,169264.72000000006
6258,3,1081,152512.59999999998
6259,3,54,10828.92
6260,5,11,702.9
6261,1,1165,243496.50999999995
6262,4,1356,136856.79000000004
6263,4,1276,158794.47999999998
6264,2,1586,301255.75999999989
6265,1,823,60128.060000000012
6266,4,528,67928.660000000018
6267,1,1868,177372.47999999998
6268,3,2455,213151.50000000015
6269,5,2015,222044.24999999994
6270,12,143,22080.899999999998
6271,3,622,96965.73000000001
6272,4,215,38080.109999999993
6273,1,189,8465.86
6274,10,180,10482.119999999999
6275,3,1724,181347.90999999992
6276,4,366,42525.849999999977
6277,17,127,17813.540000000005
6278,65,221,88934.270000000062
6279,12,220,33949.079999999987
6280,243,107,16212.300000000001
6282,15,149,16626.140000000003
6283,4,370,35271.7
6284,11,444,54831.470000000008
6285,5,673,82388.930000000008
6286,4,503,65401.799999999996
6287,26,1393,172676.38999999996
6288,1,739,103542.3
6289,9,192,45084.419999999991
6290,4,1242,101069.80000000003
6291,1,124,13087.519999999999
6292,3,114,14018.819999999992
6293,10,145,16696.080000000005
6294,16,197,30623.360000000008
6295,3,429,55919.649999999994
6296,24,116,13114.849999999999
6297,22,185,24037.789999999986
6298,22,105,14391.48
6299,2,861,51452.339999999982
6300,2,546,30393.53000000001
6301,24,118,17436.859999999997
6302,24,84,9154.89
6303,1,2445,337894.55000000005
6304,2,2004,140617.87999999998
6305,24,85,9710.2900000000027
6306,3,865,140543.02000000002
6308,2,725,46184.709999999992
6309,78,135,12769.129999999994
6310,31,120,13626.479999999998
6311,1,1021,67593.579999999987
6312,12,207,22595.12
6313,1,1705,132008.06
6314,22,132,15491.71
6315,12,134,6737.2799999999988
6316,4,2405,592757.31999999983
6317,1,205,22577.09
6318,3,397,23318.890000000018
6319,11,250,27412.940000000002
6321,26,127,14793.699999999997
6323,2,1315,149898.78000000003
6325,3,73,4806.4299999999985
6326,2,479,82608.080000000016
6327,4,323,23056.309999999987
6328,102,150,23871.839999999997
6329,1,414,56523.979999999981
6330,43,19,3112.0899999999992
6331,4,1516,35824.889999999992
6332,68,138,16085.289999999994
6338,3,1282,147521.03999999998
6339,10,240,28060.010000000006
6341,15,185,32183.960000000003
6342,2,675,107660.07999999994
6344,2,869,142129.85000000003
6345,1,1474,104018.04999999997
9001,4,237,271884.65999999986
9002,4,62,218890.56000000003
9010,93,8,4248.96
9013,3,217,81038.39999999998
9031,58,17,10124.46
9037,17,52,31967.82
9038,25,6,153000.0
9039,15,47,210930.23999999996
9041,17,175,55106.039999999994
9042,2,108,80055.84
9046,106,1,1209.6
9047,4,99,111766.50000000001
9049,11,8,14837.400000000001
9051,11,4,1296.0
9052,17,5,7380.0
9053,19,10,6276.72